id,type,value,parent_id,indelible
'68c676f9-87f6-4906-b37d-ed508ce32645','AUXILIARY_EQUIPMENT_TYPE','Оборудование для перевозки/загрузки отходов',null,null
'56dfe136-16ae-465e-a0d9-9841659a791f','AUXILIARY_EQUIPMENT_TYPE','Калорифер (теплообменник)',null,null
'2b419a76-80ce-40a1-8979-51744a3ae811','AUXILIARY_EQUIPMENT_TYPE','Шредер',null,null
'1444e8b9-bef5-41de-bc22-d5c89e9ca386','AUXILIARY_EQUIPMENT_TYPE','Дробилка',null,null
'c1d4246b-7cc6-4657-9e75-5ea30a6ca273','AUXILIARY_EQUIPMENT_TYPE','Мацератор',null,null
'7723f156-3154-4c27-9335-bab4e3854a2c','AUXILIARY_EQUIPMENT_TYPE','Измельчитель',null,null
'763fd44b-1fb1-4bef-9af8-c67e82f74023','AUXILIARY_EQUIPMENT_TYPE','Мельница',null,null
'3e25f15b-bd7c-4b1b-b77a-ea47c289da5b','AUXILIARY_EQUIPMENT_TYPE','Дезинтегратор',null,null
'b74f75d4-7b44-49ec-b9eb-e4f9a684d92a','AUXILIARY_EQUIPMENT_TYPE','Гранулятор',null,null
'a943aa5d-5bc0-4dce-a01b-9934b87e649b','AUXILIARY_EQUIPMENT_TYPE','Резательный станок',null,null
'79b0503e-f374-409a-b817-0a518f578f63','AUXILIARY_EQUIPMENT_TYPE','Пресс',null,null
'51528320-19d2-4570-b52d-e18be5dfb3d1','AUXILIARY_EQUIPMENT_TYPE','Дистиллятор',null,null
'9fdec2ad-3b93-488f-b7e4-b49566fb37bf','AUXILIARY_EQUIPMENT_TYPE','Оборудование для подогрева дымовых газов',null,null
